id,width_init,height_init,scale,width_res,height_res,throughput,mode,interpolation,time_ms,mse,psnr,ssim,total_images,used_ai,model_name
b6c9a4b5-cf38-46f5-8a42-d4195b919605,276,276,2,552,552,24133823.34,one_way,Nearest Neighbor,12.6256,11.33831303,37.58531918,0.969493562,50,False,-
b6c9a4b5-cf38-46f5-8a42-d4195b919605,500,362,2,1000,724,16812342.67,one_way,Nearest Neighbor,43.0636,12.56666298,37.13860393,0.986227546,50,False,-
b6c9a4b5-cf38-46f5-8a42-d4195b919605,352,288,2,704,576,21117140.39,one_way,Nearest Neighbor,19.2026,5.893015441,40.42742782,0.992799209,50,False,-
b6c9a4b5-cf38-46f5-8a42-d4195b919605,512,480,2,1024,960,18303248.09,one_way,Nearest Neighbor,53.7085,3.45,42.75261266,0.991479018,50,False,-
b6c9a4b5-cf38-46f5-8a42-d4195b919605,570,393,2,1140,786,69855228.38,one_way,Nearest Neighbor,12.8271,5.869755814,40.44460326,0.998672157,50,False,-
b6c9a4b5-cf38-46f5-8a42-d4195b919605,320,240,2,640,480,16113888.26,one_way,Nearest Neighbor,19.0643,70.15382378,29.67029013,0.969737064,50,False,-
b6c9a4b5-cf38-46f5-8a42-d4195b919605,228,344,2,456,688,18234911.19,one_way,Nearest Neighbor,17.2048,6.743361553,39.84203915,0.994457171,50,False,-
b6c9a4b5-cf38-46f5-8a42-d4195b919605,586,391,2,1172,782,17702662.24,one_way,Nearest Neighbor,51.7721,8.149425789,39.01953352,0.991579734,50,False,-
b6c9a4b5-cf38-46f5-8a42-d4195b919605,256,256,2,512,512,17777295.54,one_way,Nearest Neighbor,14.746,43.81483968,31.71459134,0.982748884,50,False,-
b6c9a4b5-cf38-46f5-8a42-d4195b919605,128,128,2,256,256,14173316.9,one_way,Nearest Neighbor,4.6239,6.454813639,40.03196653,0.991867842,50,False,-
b6c9a4b5-cf38-46f5-8a42-d4195b919605,256,256,2,512,512,20506915.33,one_way,Nearest Neighbor,12.7832,49.40102641,31.19344388,0.9811092,50,False,-
b6c9a4b5-cf38-46f5-8a42-d4195b919605,256,256,2,512,512,17602062.74,one_way,Nearest Neighbor,14.8928,6.982920329,39.69043274,0.987196093,50,False,-
b6c9a4b5-cf38-46f5-8a42-d4195b919605,256,256,2,512,512,15632935.17,one_way,Nearest Neighbor,16.7687,133.1408285,26.88769106,0.964908082,50,False,-
b6c9a4b5-cf38-46f5-8a42-d4195b919605,256,256,2,512,512,16801625.4,one_way,Nearest Neighbor,15.6023,49.93190002,31.14702269,0.95346245,50,False,-
b6c9a4b5-cf38-46f5-8a42-d4195b919605,256,256,2,512,512,23334668.55,one_way,Nearest Neighbor,11.2341,25.92655436,33.99335558,0.992391651,50,False,-
b6c9a4b5-cf38-46f5-8a42-d4195b919605,256,256,2,512,512,21776917.52,one_way,Nearest Neighbor,12.0377,4.037317912,42.06987412,0.995854998,50,False,-
b6c9a4b5-cf38-46f5-8a42-d4195b919605,256,256,2,512,512,22396473.21,one_way,Nearest Neighbor,11.7047,4.897399902,41.23114793,0.992621222,50,False,-
b6c9a4b5-cf38-46f5-8a42-d4195b919605,256,256,2,512,512,16409023.76,one_way,Nearest Neighbor,15.9756,42.11860148,31.88606419,0.977597359,50,False,-
b6c9a4b5-cf38-46f5-8a42-d4195b919605,256,256,2,512,512,16346811,one_way,Nearest Neighbor,16.0364,101.8103027,28.05288632,0.972743803,50,False,-
b6c9a4b5-cf38-46f5-8a42-d4195b919605,256,256,2,512,512,19810767.51,one_way,Nearest Neighbor,13.2324,47.84762065,31.33220015,0.981997388,50,False,-
b6c9a4b5-cf38-46f5-8a42-d4195b919605,1024,1024,2,2048,2048,19178660.46,one_way,Nearest Neighbor,218.6964,58.90184498,30.42951462,0.97800352,50,False,-
b6c9a4b5-cf38-46f5-8a42-d4195b919605,1024,1024,2,2048,2048,22874894.2,one_way,Nearest Neighbor,183.3584,10.81580989,37.79021316,0.991347544,50,False,-
b6c9a4b5-cf38-46f5-8a42-d4195b919605,1200,1120,2,2400,2240,19329285.31,one_way,Nearest Neighbor,278.1272,4.824375744,41.29639236,0.982652813,50,False,-
b6c9a4b5-cf38-46f5-8a42-d4195b919605,1616,1080,2,3232,2160,22834160.97,one_way,Nearest Neighbor,305.7314,4.928439945,41.20370892,0.991790167,50,False,-
b6c9a4b5-cf38-46f5-8a42-d4195b919605,2496,1664,2,4992,3328,25833282.15,one_way,Nearest Neighbor,643.0997,0.553834212,50.69700581,0.996336295,50,False,-
b6c9a4b5-cf38-46f5-8a42-d4195b919605,2040,1524,2,4080,3048,19529005.09,one_way,Nearest Neighbor,636.7882,17.3638757,35.73433693,0.987098962,50,False,-
b6c9a4b5-cf38-46f5-8a42-d4195b919605,1565,1942,2,3130,3884,20070820.4,one_way,Nearest Neighbor,605.7012,20.73639891,34.96347022,0.973328961,50,False,-
b6c9a4b5-cf38-46f5-8a42-d4195b919605,1920,1080,2,3840,2160,30888767.07,one_way,Nearest Neighbor,268.5248,22.84701534,34.54250888,0.990767957,50,False,-
b6c9a4b5-cf38-46f5-8a42-d4195b919605,2040,1356,2,4080,2712,18290471.93,one_way,Nearest Neighbor,604.9576,48.30155855,31.29119216,0.977332632,50,False,-
b6c9a4b5-cf38-46f5-8a42-d4195b919605,1756,1859,2,3512,3718,25112886.3,one_way,Nearest Neighbor,519.9568,0.740367001,49.43633307,0.993279126,50,False,-
b6c9a4b5-cf38-46f5-8a42-d4195b919605,1390,1079,2,2780,2158,44538614.3,one_way,Nearest Neighbor,134.6975,0.072385613,59.53428103,0.999411353,50,False,-
b6c9a4b5-cf38-46f5-8a42-d4195b919605,1280,1280,2,2560,2560,20970191.33,one_way,Nearest Neighbor,312.5198,1.507121379,46.34932131,0.986902944,50,False,-
a28588aa-0492-4cdb-8920-a0bc58c8064e,512,512,2,1024,1024,20352123.47,one_way,Bilinear,51.5217,3.106753031,43.2077363,0.993578986,50,False,-
a28588aa-0492-4cdb-8920-a0bc58c8064e,512,512,2,1024,1024,20023908.55,one_way,Bilinear,52.3662,3.729143778,42.41471233,0.984425752,50,False,-
a28588aa-0492-4cdb-8920-a0bc58c8064e,512,512,2,1024,1024,19915216.9,one_way,Bilinear,52.652,5.18225352,40.98561706,0.978848668,50,False,-
a28588aa-0492-4cdb-8920-a0bc58c8064e,512,768,2,1024,1536,18737174.41,one_way,Bilinear,83.9435,4.039044698,42.06801702,0.991933864,50,False,-
a28588aa-0492-4cdb-8920-a0bc58c8064e,529,656,2,1058,1312,31235634.96,one_way,Bilinear,44.4395,11.83892757,37.39767997,0.996300403,50,False,-
a28588aa-0492-4cdb-8920-a0bc58c8064e,706,490,2,1412,980,24528793.54,one_way,Bilinear,56.4137,3.896360641,42.22421213,0.995332851,50,False,-
a28588aa-0492-4cdb-8920-a0bc58c8064e,720,576,2,1440,1152,19943375.47,one_way,Bilinear,83.1795,3.895246592,42.22545405,0.987780949,50,False,-
a28588aa-0492-4cdb-8920-a0bc58c8064e,749,768,2,1498,1536,29232758.99,one_way,Bilinear,78.7106,12.17234148,37.27706233,0.990988787,50,False,-
a28588aa-0492-4cdb-8920-a0bc58c8064e,768,512,2,1536,1024,17444614.38,one_way,Bilinear,90.1633,13.47414059,36.83579286,0.988876805,50,False,-
a28588aa-0492-4cdb-8920-a0bc58c8064e,768,512,2,1536,1024,20489150.75,one_way,Bilinear,76.7657,4.436175876,41.66071605,0.988806298,50,False,-
a28588aa-0492-4cdb-8920-a0bc58c8064e,787,576,2,1574,1152,21098974.75,one_way,Bilinear,85.9401,1.323874065,46.91233687,0.993124861,50,False,-
a28588aa-0492-4cdb-8920-a0bc58c8064e,1024,768,2,2048,1536,39463768.23,one_way,Bilinear,79.7118,5.817785475,40.48322658,0.995045378,50,False,-
a28588aa-0492-4cdb-8920-a0bc58c8064e,1024,1024,2,2048,2048,18851278.95,one_way,Bilinear,222.4944,6.798715274,39.80653507,0.98330728,50,False,-
a28588aa-0492-4cdb-8920-a0bc58c8064e,500,480,2,1000,960,19279160.23,one_way,Bilinear,49.7947,34.25610833,32.78342337,0.968454746,50,False,-
a28588aa-0492-4cdb-8920-a0bc58c8064e,288,288,2,576,576,18715118.15,one_way,Bilinear,17.7277,1.612280575,46.05639739,0.997125696,50,False,-
a28588aa-0492-4cdb-8920-a0bc58c8064e,256,256,2,512,512,16284663.55,one_way,Bilinear,16.0976,12.46870422,37.17259038,0.992538859,50,False,-
a28588aa-0492-4cdb-8920-a0bc58c8064e,352,288,2,704,576,19083079.99,one_way,Bilinear,21.2494,6.123796559,40.26059606,0.988962913,50,False,-
a28588aa-0492-4cdb-8920-a0bc58c8064e,512,480,2,1024,960,20070929.37,one_way,Bilinear,48.9783,6.464109972,40.02571625,0.994130274,50,False,-
a28588aa-0492-4cdb-8920-a0bc58c8064e,276,276,2,552,552,20206773.52,one_way,Bilinear,15.0793,5.454749527,40.76305548,0.978752123,50,False,-
a28588aa-0492-4cdb-8920-a0bc58c8064e,500,362,2,1000,724,18773158.53,one_way,Bilinear,38.5657,7.315005525,39.48865702,0.990484579,50,False,-
a28588aa-0492-4cdb-8920-a0bc58c8064e,352,288,2,704,576,20690985.35,one_way,Bilinear,19.5981,3.73724879,42.40528351,0.994708429,50,False,-
a28588aa-0492-4cdb-8920-a0bc58c8064e,512,480,2,1024,960,19608328.11,one_way,Bilinear,50.1338,2.163730197,44.77877255,0.994029344,50,False,-
a28588aa-0492-4cdb-8920-a0bc58c8064e,570,393,2,1140,786,69562922.13,one_way,Bilinear,12.881,6.681932354,39.88178286,0.998231514,50,False,-
a28588aa-0492-4cdb-8920-a0bc58c8064e,320,240,2,640,480,16884316.05,one_way,Bilinear,18.1944,56.15917535,30.63659639,0.965216182,50,False,-
a28588aa-0492-4cdb-8920-a0bc58c8064e,228,344,2,456,688,18464689.51,one_way,Bilinear,16.9907,4.149649803,41.95068914,0.995701154,50,False,-
a28588aa-0492-4cdb-8920-a0bc58c8064e,586,391,2,1172,782,17492670.86,one_way,Bilinear,52.3936,5.562971175,40.67773551,0.993541158,50,False,-
a28588aa-0492-4cdb-8920-a0bc58c8064e,256,256,2,512,512,14179526.71,one_way,Bilinear,18.4875,26.92367045,33.82946095,0.985803597,50,False,-
a28588aa-0492-4cdb-8920-a0bc58c8064e,128,128,2,256,256,13530990.63,one_way,Bilinear,4.8434,3.765034993,42.37311344,0.99414958,50,False,-
a28588aa-0492-4cdb-8920-a0bc58c8064e,256,256,2,512,512,19411891.03,one_way,Bilinear,13.5043,28.7943929,33.53772435,0.983884028,50,False,-
a28588aa-0492-4cdb-8920-a0bc58c8064e,256,256,2,512,512,17092371.99,one_way,Bilinear,15.3369,3.834823608,42.29334969,0.99092622,50,False,-
a28588aa-0492-4cdb-8920-a0bc58c8064e,256,256,2,512,512,15472477.66,one_way,Bilinear,16.9426,69.21748861,29.72864523,0.972487249,50,False,-
a28588aa-0492-4cdb-8920-a0bc58c8064e,256,256,2,512,512,16522479.03,one_way,Bilinear,15.8659,27.27796427,33.77268405,0.957218988,50,False,-
a28588aa-0492-4cdb-8920-a0bc58c8064e,256,256,2,512,512,23208442.52,one_way,Bilinear,11.2952,14.42518616,36.53958934,0.994482095,50,False,-
a28588aa-0492-4cdb-8920-a0bc58c8064e,256,256,2,512,512,20375258.44,one_way,Bilinear,12.8658,2.710428874,43.80042346,0.996603942,50,False,-
a28588aa-0492-4cdb-8920-a0bc58c8064e,256,256,2,512,512,21008831.69,one_way,Bilinear,12.4778,2.832865397,43.60854421,0.994569328,50,False,-
a28588aa-0492-4cdb-8920-a0bc58c8064e,256,256,2,512,512,15906603.08,one_way,Bilinear,16.4802,22.98084005,34.51714461,0.983380059,50,False,-
a28588aa-0492-4cdb-8920-a0bc58c8064e,256,256,2,512,512,15981759.1,one_way,Bilinear,16.4027,56.29086304,30.62642454,0.978169602,50,False,-
a28588aa-0492-4cdb-8920-a0bc58c8064e,256,256,2,512,512,19994813.36,one_way,Bilinear,13.1106,26.67277527,33.87012155,0.985030232,50,False,-
a28588aa-0492-4cdb-8920-a0bc58c8064e,1024,1024,2,2048,2048,18519034.94,one_way,Bilinear,226.4861,39.42166297,32.1734542,0.980339479,50,False,-
a28588aa-0492-4cdb-8920-a0bc58c8064e,1024,1024,2,2048,2048,23343668.59,one_way,Bilinear,179.6763,6.1086092,40.27138019,0.993921711,50,False,-
a28588aa-0492-4cdb-8920-a0bc58c8064e,1200,1120,2,2400,2240,18970390.52,one_way,Bilinear,283.389,3.183081597,43.10232589,0.987725144,50,False,-
a28588aa-0492-4cdb-8920-a0bc58c8064e,1616,1080,2,3232,2160,21691160.59,one_way,Bilinear,321.8417,2.895494897,43.51357557,0.993848924,50,False,-
a28588aa-0492-4cdb-8920-a0bc58c8064e,2496,1664,2,4992,3328,23610864.02,one_way,Bilinear,703.6327,0.388993062,52.23138505,0.997071664,50,False,-
a28588aa-0492-4cdb-8920-a0bc58c8064e,2040,1524,2,4080,3048,19019771.73,one_way,Bilinear,653.8375,10.81929809,37.78881274,0.99022502,50,False,-
a28588aa-0492-4cdb-8920-a0bc58c8064e,1565,1942,2,3130,3884,20922092.62,one_way,Bilinear,581.0566,11.53772008,37.50960363,0.979412487,50,False,-
a28588aa-0492-4cdb-8920-a0bc58c8064e,1920,1080,2,3840,2160,28154719.25,one_way,Bilinear,294.6007,14.78364953,36.43298702,0.992228732,50,False,-
a28588aa-0492-4cdb-8920-a0bc58c8064e,2040,1356,2,4080,2712,15734900.73,one_way,Bilinear,703.2113,29.97937429,33.36257797,0.982467171,50,False,-
a28588aa-0492-4cdb-8920-a0bc58c8064e,1756,1859,2,3512,3718,28225927.33,one_way,Bilinear,462.6107,0.490133472,51.22765999,0.995068766,50,False,-
a28588aa-0492-4cdb-8920-a0bc58c8064e,1390,1079,2,2780,2158,42833326.55,one_way,Bilinear,140.0601,0.074663235,59.39973557,0.999311614,50,False,-
a28588aa-0492-4cdb-8920-a0bc58c8064e,1280,1280,2,2560,2560,20854063.24,one_way,Bilinear,314.2601,1.011043294,48.08310608,0.989587186,50,False,-
812f5139-b537-41ab-9e5f-8d36a5423f91,512,512,2,1024,1024,20616220.06,one_way,Bicubic,50.8617,0.213750203,54.83173824,0.999708741,50,False,-
812f5139-b537-41ab-9e5f-8d36a5423f91,512,512,2,1024,1024,20375773.14,one_way,Bicubic,51.4619,0.127490997,57.07600842,0.999576801,50,False,-
812f5139-b537-41ab-9e5f-8d36a5423f91,512,512,2,1024,1024,20192182.52,one_way,Bicubic,51.9298,0.311112722,53.20162591,0.999216839,50,False,-
812f5139-b537-41ab-9e5f-8d36a5423f91,512,768,2,1024,1536,18239022.59,one_way,Bicubic,86.2362,0.136962043,56.76480136,0.999694508,50,False,-
812f5139-b537-41ab-9e5f-8d36a5423f91,529,656,2,1058,1312,30833627.65,one_way,Bicubic,45.0189,1.364109303,46.7823119,0.999563743,50,False,-
812f5139-b537-41ab-9e5f-8d36a5423f91,706,490,2,1412,980,22687714.37,one_way,Bicubic,60.9916,0.134523328,56.84282759,0.999723033,50,False,-
812f5139-b537-41ab-9e5f-8d36a5423f91,720,576,2,1440,1152,19718406.96,one_way,Bicubic,84.1285,0.120224087,57.33088873,0.999650242,50,False,-
812f5139-b537-41ab-9e5f-8d36a5423f91,749,768,2,1498,1536,28105614.95,one_way,Bicubic,81.8672,0.293385393,53.45641873,0.999776747,50,False,-
812f5139-b537-41ab-9e5f-8d36a5423f91,768,512,2,1536,1024,16773995.39,one_way,Bicubic,93.768,0.50957489,51.05872341,0.999623733,50,False,-
812f5139-b537-41ab-9e5f-8d36a5423f91,768,512,2,1536,1024,18914186.14,one_way,Bicubic,83.1579,0.207487318,54.96088803,0.999632959,50,False,-
812f5139-b537-41ab-9e5f-8d36a5423f91,787,576,2,1574,1152,20824242.4,one_way,Bicubic,87.0739,0.147007653,56.45740416,0.999718452,50,False,-
812f5139-b537-41ab-9e5f-8d36a5423f91,1024,768,2,2048,1536,38683848.4,one_way,Bicubic,81.3189,0.413275825,51.9684036,0.999515489,50,False,-
812f5139-b537-41ab-9e5f-8d36a5423f91,1024,1024,2,2048,2048,18981594.08,one_way,Bicubic,220.9669,0.222085635,54.66559893,0.999539552,50,False,-
812f5139-b537-41ab-9e5f-8d36a5423f91,500,480,2,1000,960,18782539.28,one_way,Bicubic,51.1113,0.679670833,49.80781727,0.999453313,50,False,-
812f5139-b537-41ab-9e5f-8d36a5423f91,288,288,2,576,576,17197773.15,one_way,Bicubic,19.2918,0.106658308,57.85085673,0.999769036,50,False,-
812f5139-b537-41ab-9e5f-8d36a5423f91,256,256,2,512,512,15562771.98,one_way,Bicubic,16.8443,0.421849569,51.87922751,0.999700147,50,False,-
812f5139-b537-41ab-9e5f-8d36a5423f91,352,288,2,704,576,16772304.26,one_way,Bicubic,24.177,0.228163799,54.54833621,0.999650587,50,False,-
812f5139-b537-41ab-9e5f-8d36a5423f91,512,480,2,1024,960,18831931.37,one_way,Bicubic,52.2007,0.334090169,52.89216664,0.999711466,50,False,-
812f5139-b537-41ab-9e5f-8d36a5423f91,276,276,2,552,552,18359644.26,one_way,Bicubic,16.5964,0.15328975,56.27567245,0.999478388,50,False,-
812f5139-b537-41ab-9e5f-8d36a5423f91,500,362,2,1000,724,18436981.94,one_way,Bicubic,39.2689,0.249195212,54.16540668,0.999672265,50,False,-
812f5139-b537-41ab-9e5f-8d36a5423f91,352,288,2,704,576,19000459.19,one_way,Bicubic,21.3418,0.248990557,54.16897485,0.99971035,50,False,-
812f5139-b537-41ab-9e5f-8d36a5423f91,512,480,2,1024,960,19491921.99,one_way,Bicubic,50.4332,0.113152398,57.59416599,0.999708738,50,False,-
812f5139-b537-41ab-9e5f-8d36a5423f91,570,393,2,1140,786,62922389.82,one_way,Bicubic,14.2404,0.699750011,49.68137447,0.999734137,50,False,-
812f5139-b537-41ab-9e5f-8d36a5423f91,320,240,2,640,480,15579515.37,one_way,Bicubic,19.7182,1.230837674,47.2287958,0.999421845,50,False,-
812f5139-b537-41ab-9e5f-8d36a5423f91,228,344,2,456,688,17038211.72,one_way,Bicubic,18.4132,0.185064769,55.4575661,0.999747635,50,False,-
812f5139-b537-41ab-9e5f-8d36a5423f91,586,391,2,1172,782,17155510.8,one_way,Bicubic,53.4233,0.341385671,52.79835072,0.999673993,50,False,-
812f5139-b537-41ab-9e5f-8d36a5423f91,256,256,2,512,512,16026900.62,one_way,Bicubic,16.3565,0.871459961,48.72832923,0.999472511,50,False,-
812f5139-b537-41ab-9e5f-8d36a5423f91,128,128,2,256,256,13021777.14,one_way,Bicubic,5.0328,0.145589193,56.49951223,0.999720475,50,False,-
812f5139-b537-41ab-9e5f-8d36a5423f91,256,256,2,512,512,19036912.78,one_way,Bicubic,13.7703,0.859237671,48.78967052,0.99931729,50,False,-
812f5139-b537-41ab-9e5f-8d36a5423f91,256,256,2,512,512,16644486.21,one_way,Bicubic,15.7496,0.136301676,56.78579163,0.99967024,50,False,-
812f5139-b537-41ab-9e5f-8d36a5423f91,256,256,2,512,512,15014576.76,one_way,Bicubic,17.4593,1.067550659,47.84691868,0.99958316,50,False,-
812f5139-b537-41ab-9e5f-8d36a5423f91,256,256,2,512,512,16562460.51,one_way,Bicubic,15.8276,0.560338338,50.64630023,0.999268388,50,False,-
812f5139-b537-41ab-9e5f-8d36a5423f91,256,256,2,512,512,21684147.83,one_way,Bicubic,12.0892,0.324452718,53.01928944,0.999730619,50,False,-
812f5139-b537-41ab-9e5f-8d36a5423f91,256,256,2,512,512,18766662.37,one_way,Bicubic,13.9686,0.109054565,57.75436509,0.999672891,50,False,-
812f5139-b537-41ab-9e5f-8d36a5423f91,256,256,2,512,512,19583591.69,one_way,Bicubic,13.3859,0.080759684,59.05885749,0.999702567,50,False,-
812f5139-b537-41ab-9e5f-8d36a5423f91,256,256,2,512,512,15500748,one_way,Bicubic,16.9117,0.605611165,50.30886487,0.999613848,50,False,-
812f5139-b537-41ab-9e5f-8d36a5423f91,256,256,2,512,512,15279306.16,one_way,Bicubic,17.1568,0.993499756,48.15912596,0.999571175,50,False,-
812f5139-b537-41ab-9e5f-8d36a5423f91,256,256,2,512,512,19315202.74,one_way,Bicubic,13.5719,0.658172607,49.94740557,0.999643192,50,False,-
812f5139-b537-41ab-9e5f-8d36a5423f91,1024,1024,2,2048,2048,17108826.11,one_way,Bicubic,245.1544,0.655815442,49.96298722,0.999584484,50,False,-
812f5139-b537-41ab-9e5f-8d36a5423f91,1024,1024,2,2048,2048,22325850.76,one_way,Bicubic,187.8676,0.244252205,54.25241868,0.999735334,50,False,-
812f5139-b537-41ab-9e5f-8d36a5423f91,1200,1120,2,2400,2240,18796558.72,one_way,Bicubic,286.0098,0.112601935,57.61534509,0.999634551,50,False,-
812f5139-b537-41ab-9e5f-8d36a5423f91,1616,1080,2,3232,2160,21029895.92,one_way,Bicubic,331.9617,0.133090774,56.88932409,0.999708898,50,False,-
812f5139-b537-41ab-9e5f-8d36a5423f91,2496,1664,2,4992,3328,22192970.68,one_way,Bicubic,748.5873,0.029515012,63.4303739,0.9997479,50,False,-
812f5139-b537-41ab-9e5f-8d36a5423f91,2040,1524,2,4080,3048,18278006.23,one_way,Bicubic,680.3718,0.294692973,53.4371058,0.999679266,50,False,-
812f5139-b537-41ab-9e5f-8d36a5423f91,1565,1942,2,3130,3884,19928426.37,one_way,Bicubic,610.0291,0.241525211,54.30117891,0.999542653,50,False,-
812f5139-b537-41ab-9e5f-8d36a5423f91,1920,1080,2,3840,2160,28228375.4,one_way,Bicubic,293.832,0.392121431,52.19659782,0.99974774,50,False,-
812f5139-b537-41ab-9e5f-8d36a5423f91,2040,1356,2,4080,2712,17174840.98,one_way,Bicubic,644.254,0.764870004,49.29492731,0.999569171,50,False,-
812f5139-b537-41ab-9e5f-8d36a5423f91,1756,1859,2,3512,3718,26025138.18,one_way,Bicubic,501.7309,0.026364077,63.92067781,0.999755346,50,False,-
812f5139-b537-41ab-9e5f-8d36a5423f91,1390,1079,2,2780,2158,39915767.06,one_way,Bicubic,150.2975,0.012882743,67.0307202,0.999855008,50,False,-
812f5139-b537-41ab-9e5f-8d36a5423f91,1280,1280,2,2560,2560,19815301.89,one_way,Bicubic,330.7343,0.037067871,62.44082717,0.999640563,50,False,-
885bf79c-28b0-4586-a6a9-a7da8ee6c3a6,512,512,2,1024,1024,18888836.85,one_way,Lanczos,55.513,0.155626933,56.20995603,0.99976724,50,False,-
885bf79c-28b0-4586-a6a9-a7da8ee6c3a6,512,512,2,1024,1024,18692260.52,one_way,Lanczos,56.0968,0.087554932,58.70799748,0.999692022,50,False,-
885bf79c-28b0-4586-a6a9-a7da8ee6c3a6,512,512,2,1024,1024,18629362.08,one_way,Lanczos,56.2862,0.200080872,55.1187479,0.999590978,50,False,-
885bf79c-28b0-4586-a6a9-a7da8ee6c3a6,512,768,2,1024,1536,16937831.81,one_way,Lanczos,92.861,0.126828512,57.09863465,0.999732434,50,False,-
885bf79c-28b0-4586-a6a9-a7da8ee6c3a6,529,656,2,1058,1312,27146827.19,one_way,Lanczos,51.1329,1.00134957,48.12494645,0.999261679,50,False,-
885bf79c-28b0-4586-a6a9-a7da8ee6c3a6,706,490,2,1412,980,20765640.71,one_way,Lanczos,66.637,0.101804745,58.05312342,0.999758924,50,False,-
885bf79c-28b0-4586-a6a9-a7da8ee6c3a6,720,576,2,1440,1152,18473236.37,one_way,Lanczos,89.7991,0.092344232,58.47670586,0.999720297,50,False,-
885bf79c-28b0-4586-a6a9-a7da8ee6c3a6,749,768,2,1498,1536,25835271.13,one_way,Lanczos,89.0615,0.273184269,53.76624674,0.999783215,50,False,-
885bf79c-28b0-4586-a6a9-a7da8ee6c3a6,768,512,2,1536,1024,16106894.31,one_way,Lanczos,97.6516,0.447849698,51.61948076,0.999656824,50,False,-
885bf79c-28b0-4586-a6a9-a7da8ee6c3a6,768,512,2,1536,1024,17523404.63,one_way,Lanczos,89.7579,0.20492808,55.01478889,0.999658906,50,False,-
885bf79c-28b0-4586-a6a9-a7da8ee6c3a6,787,576,2,1574,1152,18859121.97,one_way,Lanczos,96.147,0.113538431,57.57937472,0.999764537,50,False,-
885bf79c-28b0-4586-a6a9-a7da8ee6c3a6,1024,768,2,2048,1536,31619519.76,one_way,Lanczos,99.4869,0.393767463,52.17840534,0.999047929,50,False,-
885bf79c-28b0-4586-a6a9-a7da8ee6c3a6,1024,1024,2,2048,2048,17150114.37,one_way,Lanczos,244.5642,0.165979385,55.93026209,0.999656765,50,False,-
