id,width_init,height_init,scale,width_res,height_res,throughput,mode,interpolation,time_ms,mse,psnr,ssim,total_images,used_ai,model_name
be2e1a36-6f42-4083-848a-7c9de219f04e,512,512,2,1024,1024,22168297.72,one_way,Nearest Neighbor,47.3007,4.791231791,41.32633179,0.990569497,30,False,-
be2e1a36-6f42-4083-848a-7c9de219f04e,512,512,2,1024,1024,26471437.66,one_way,Nearest Neighbor,39.6116,7.159909566,39.58172824,0.976364081,30,False,-
be2e1a36-6f42-4083-848a-7c9de219f04e,512,512,2,1024,1024,21446999.99,one_way,Nearest Neighbor,48.8915,10.00830841,38.12719681,0.966403872,30,False,-
be2e1a36-6f42-4083-848a-7c9de219f04e,512,768,2,1024,1536,20777019.4,one_way,Nearest Neighbor,75.7021,6.653181288,39.90051003,0.988474524,30,False,-
be2e1a36-6f42-4083-848a-7c9de219f04e,529,656,2,1058,1312,33424095.47,one_way,Nearest Neighbor,41.5298,10.85412632,37.77485489,0.996439221,30,False,-
be2e1a36-6f42-4083-848a-7c9de219f04e,706,490,2,1412,980,24638767.56,one_way,Nearest Neighbor,56.1619,4.57989054,41.52225262,0.993753567,30,False,-
be2e1a36-6f42-4083-848a-7c9de219f04e,720,576,2,1440,1152,22640644.19,one_way,Nearest Neighbor,73.27,6.794724955,39.80908479,0.982591051,30,False,-
be2e1a36-6f42-4083-848a-7c9de219f04e,749,768,2,1498,1536,29723374.08,one_way,Nearest Neighbor,77.4114,21.17158005,34.8732709,0.988528847,30,False,-
be2e1a36-6f42-4083-848a-7c9de219f04e,768,512,2,1536,1024,18238874.54,one_way,Nearest Neighbor,86.2369,22.00917562,34.70476585,0.9855305,30,False,-
be2e1a36-6f42-4083-848a-7c9de219f04e,500,480,2,1000,960,21787926.31,one_way,Nearest Neighbor,44.0611,66.08494167,29.9297785,0.959520618,30,False,-
be2e1a36-6f42-4083-848a-7c9de219f04e,288,288,2,576,576,19785787.55,one_way,Nearest Neighbor,16.7684,2.471261735,44.20161616,0.996396589,30,False,-
be2e1a36-6f42-4083-848a-7c9de219f04e,256,256,2,512,512,17039709.31,one_way,Nearest Neighbor,15.3843,21.209493,34.86550074,0.989254586,30,False,-
be2e1a36-6f42-4083-848a-7c9de219f04e,352,288,2,704,576,19085235.56,one_way,Nearest Neighbor,21.247,9.108178136,38.53648845,0.986570028,30,False,-
be2e1a36-6f42-4083-848a-7c9de219f04e,512,480,2,1024,960,20780011.41,one_way,Nearest Neighbor,47.307,10.03015408,38.11772756,0.991860964,30,False,-
be2e1a36-6f42-4083-848a-7c9de219f04e,276,276,2,552,552,25560271.79,one_way,Nearest Neighbor,11.921,11.33831303,37.58531918,0.969493562,30,False,-
be2e1a36-6f42-4083-848a-7c9de219f04e,500,362,2,1000,724,20505732.54,one_way,Nearest Neighbor,35.3072,12.56666298,37.13860393,0.986227546,30,False,-
be2e1a36-6f42-4083-848a-7c9de219f04e,352,288,2,704,576,22513866.3,one_way,Nearest Neighbor,18.0113,5.893015441,40.42742782,0.992799209,30,False,-
be2e1a36-6f42-4083-848a-7c9de219f04e,512,480,2,1024,960,21509969.02,one_way,Nearest Neighbor,45.7016,3.45,42.75261266,0.991479018,30,False,-
be2e1a36-6f42-4083-848a-7c9de219f04e,256,256,2,512,512,18632871.08,one_way,Nearest Neighbor,14.0689,43.81483968,31.71459134,0.982748884,30,False,-
be2e1a36-6f42-4083-848a-7c9de219f04e,128,128,2,256,256,14543840.57,one_way,Nearest Neighbor,4.5061,6.454813639,40.03196653,0.991867842,30,False,-
